35.11636,138.63259,,<center>ホームレスのホーム</center><br>「人生における悔恨は、自分が生きたいように生きなかったことに生ずる。一見いかに成功し、いかに幸せそうに見えても、それがその人の望んだ人生でなければ、その人は悔恨から逃れることはできない。反対に、いかに一見みじめな人生に終わろうと、それが自分の思い通りの選択の結果として招来されたものであれば、満足はできないが、あきらめはつくものである。」<br>～立花隆「青春漂流」より～<br><br><center><img src="illust/homeless.jpg" width="200" height="140" /></center>
35.24984,138.61963,,<center>井の中の蛙大海を知らず、<br>されど空の青さを知る。</center><br>人の幸、不幸は比較することによって生まれます。閉ざされた環境の中でも、自分なりに希望や価値を見出せば、そこが天国にもなります。地獄は一定（自分の生きる場所は地獄しかない）そう言ったのは親鸞聖人でした。極楽はどこにあるかと言えば、地獄の中にあるそうです。<br><br><center><img src="illust/kaeru.jpg" width="140" height="200" /></center>
35.22634,138.61092,,<center>オヤジ狩り三部作</center><br><br><center>獲物を探す<br><img src="illust/oyajigari1.jpg" width="200" height="140" /><br>品定めをする<br><img src="illust/oyajigari2.jpg" width="200" height="140" /><br>狩る<br><img src="illust/oyajigari3.jpg" width="200" height="140" /></center>
35.31281,138.58736,,<center>こんな夢を見た<br>( 輪廻ノ滝 )<br><br><img src="illust/exodus1.jpg" width="200" height="140" /></center>
35.22502,138.61074,,<center>見捨てられたオヤジ<br><br><img src="illust/oyaji.jpg" width="200" height="140" /></center>
35.19528,138.76945,,<center>お前が頑張れ！</center><br>頑張っている人に「頑張れ！」という言葉は、一般的には禁句と教えられてきました。そんな薄っぺらな知識で余命を宣告された人に「頑張らなくても良いよ」と言ったら「頑張れ！と言ってほしい」と言われてしまいました。人の気持ちにマニュアルなんか無いのに、そんな事を言った自分が情けなくて、世の中から消えてしまいたい思いました。<br><br><center><img src="illust/banjee.jpg" width="140" height="200" /></center>
34.89071,139.13880,,<center>城ヶ崎の海<br><br><img src="illust/zyougasaki.jpg" width="200" height="140" /></center>
35.26277,138.52866,,<center>平維盛追悼の詩<br><br>剣を執らぬ身の罪か<br>栄華ひととき夢と散り<br>稲子の棚田に眠る君<br>帰ることなき京の空<br>誰が偲ぶか朽ちし名を<br>今やガイドブックからも消え<br>ただ枇杷のみが君を語る<br><br><img src="illust/koremori.jpg" width="140" height="200" /></center>
35.24733,138.87334,,<center>冬の夜空を眺めていると<br>東に輝く星３つ<br><br>言いたいことは<br>星の数ほどあったけど<br>一つ流れて大室山へ<br>二つ流れてホタルの川へ<br>三つ流れてオーリーオーン<br><br>みんな流され<br>みんな涙となりました。<br><br>星座となったオーリーオーン<br>夜空に輝く星３つ<br><br><img src="illust/orion.jpg" width="200" height="140" /></center>
35.33289,138.80452,,昭和41年3月5日、英国航空機（BOAC）ボーイング707型機が富士登山道御殿場口近くの太郎坊に墜落しました。犠牲者は乗務員あわせて124人でした。墜落原因は富士山の地勢により発生した乱気流によるもとされています。現在、太郎坊の気象観測所横には英国航空機事故により亡くなった124名の慰霊碑があります。<br><br><center><img src="illust/boac.jpg" width="140" height="300" /></center>
35.3268,138.57702,,<center>鬼のいない村の「鬼橋」</center><br>芝川が流れる富士宮市の内野地区には「鬼のいない村」という昔話があります。内野大橋周辺が、その昔話の舞台で「鬼橋」という現存する橋は鬼が鉄砲で撃たれた場所とされています。<br><br><center><img src="illust/onihashi.jpg" width="200" height="140" /></center>
